CustomerKey;Prefix;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;AnnualIncome;TotalChildren;EducationLevel;Occupation;HomeOwner
24534;MRS.;ALISHA;LUO;27.07.1958;M;F;alisha30@gmail.com;150000;1;Partial College;Professional;Y
24535;MRS.;DAVID;SHEPARD;21.11.1957;M;F;david23@gmail.com;110000;2;Partial College;Professional;Y
24536;MRS.;CYNTHIA;PEREZ;19.03.1957;M;F;cynthia27@gmail.com;130000;2;Partial College;Professional;Y
24537;MRS.;CYNTHIA;SAUNDERS;28.06.1957;S;F;cynthia15@gmail.com;150000;2;High School;Professional;N
24538;MRS.;LATASHA;DIAZ;21.10.1956;S;F;latasha3@gmail.com;100000;2;Partial College;Professional;Y
24539;MR.;COLIN;ZHENG;18.07.1956;S;M;colin20@gmail.com;110000;3;Partial College;Professional;N
24540;MRS.;JANET;MARTIN;16.12.1956;M;F;janet5@gmail.com;120000;3;Partial High School;Professional;Y
24541;MR.;JANET;SHEPERDIGIAN;24.01.1956;M;M;janet3@gmail.com;170000;3;Partial College;Professional;Y
24542;MR.;ARTURO;LIANG;11.08.1955;S;M;arturo18@gmail.com;100000;2;High School;Professional;Y
24543;MR.;ARTHUR;MORENO;9.06.1955;S;M;arthur30@gmail.com;110000;3;Partial College;Professional;N
24544;MRS.;KELLIE;ROMERO;18.07.1955;S;F;kellie7@gmail.com;110000;3;Partial College;Professional;N
24545;MR.;DOUGLAS;RAMAN;6.06.1955;S;M;douglas16@gmail.com;170000;3;High School;Professional;N
24546;MR.;ADAM;HUGHES;11.04.1954;M;M;adam9@gmail.com;80000;4;Partial College;Professional;N
24547;MRS.;DANA;GOMEZ;23.08.1944;S;F;dana17@gmail.com;90000;5;Partial College;Professional;Y
24548;MRS.;CRYSTAL;LIU;25.02.1944;M;F;crystal6@gmail.com;110000;3;Bachelors;Management;Y
24549;MR.;DARRYL;LI;24.12.1944;S;M;darryl3@gmail.com;130000;3;Bachelors;Management;N
24550;MR.;RANDY;MA;22.10.1944;M;M;randy18@gmail.com;130000;3;Bachelors;Management;N
24551;MRS.;MOLLY;MALHOTRA;19.09.1945;M;F;molly5@gmail.com;60000;3;Partial High School;Skilled Manual;Y
24552;MR.;ROSS;CARLSON;24.09.1945;M;M;ross36@gmail.com;70000;5;High School;Professional;N
24553;MRS.;MICHELE;ASHE;15.07.1945;M;F;michele23@gmail.com;90000;5;Partial College;Professional;Y
24554;MRS.;DEANNA;FERNANDEZ;27.05.1945;M;F;deanna19@gmail.com;130000;4;Bachelors;Management;Y
24555;MRS.;LACEY;CHANDE;16.02.1945;M;F;lacey5@gmail.com;130000;4;Partial College;Professional;Y
24556;MRS.;CLAUDIA;YANG;26.11.1946;S;F;claudia4@gmail.com;90000;5;Partial College;Professional;Y
24557;MR.;FRANKLIN;LIN;13.03.1946;S;M;franklin7@gmail.com;170000;4;Bachelors;Management;N
24558;MRS.;SAVANNAH;BROOKS;3.02.1954;M;F;savannah0@gmail.com;90000;3;High School;Professional;Y
24559;MRS.;ADRIENNE;SUAREZ;5.06.1953;M;F;adrienne15@gmail.com;80000;4;Partial College;Professional;Y
24560;MRS.;VERONICA;FERNANDEZ;1.06.1954;M;F;veronica17@gmail.com;100000;3;High School;Professional;Y
24561;MR.;MEGAN;SHERMAN;10.12.1954;S;M;megan2@gmail.com;100000;3;High School;Professional;N
24562;MR.;RICKY;RUBIO;12.10.1954;S;M;ricky22@gmail.com;110000;3;Partial College;Professional;Y
24563;MRS.;ADRIANA;RODRIGUEZ;4.04.1954;M;F;adriana20@gmail.com;130000;3;Partial College;Professional;Y
24564;MR.;JOHNNY;ANDERSEN;27.05.1953;S;M;johnny14@gmail.com;110000;3;Bachelors;Management;N
24565;MR.;THEODORE;NAVARRO;7.06.1952;S;M;theodore10@gmail.com;110000;4;Partial College;Professional;N
24566;MRS.;KARA;NARA;22.02.1952;S;F;kara14@gmail.com;170000;4;Partial College;Professional;N
24567;MRS.;ALISON;DENG;8.05.1951;M;F;alison0@gmail.com;80000;4;High School;Professional;Y
24568;MR.;JOSE;MITCHELL;14.01.1951;S;M;jose47@gmail.com;130000;4;High School;Professional;N
24569;MR.;BOB;GONZALEZ;12.02.1951;M;M;bob10@gmail.com;130000;4;High School;Professional;Y
24570;MRS.;KAREN;GUO;20.02.1950;S;F;karen27@gmail.com;90000;4;High School;Management;Y
24571;MR.;ROBERTO;NAVARRO;26.08.1950;S;M;roberto10@gmail.com;90000;4;High School;Management;Y
24572;MRS.;CAROLYN;MARTINEZ;28.05.1950;M;F;carolyn17@gmail.com;100000;3;Partial College;Management;Y
24573;MR.;COLIN;RAI;16.09.1950;M;M;colin40@gmail.com;130000;4;High School;Management;Y
24574;MRS.;ALISON;YUAN;4.06.1949;S;F;alison6@gmail.com;150000;4;Partial College;Management;N
24575;MR.;ARTURO;ZHU;15.04.1949;S;M;arturo15@gmail.com;150000;3;High School;Management;N
24576;MR.;JAKE;HU;16.09.1949;S;M;jake18@gmail.com;150000;4;High School;Management;N
24577;MR.;GILBERT;LAL;3.02.1948;S;M;gilbert29@gmail.com;170000;0;High School;Management;N
24578;MRS.;MEREDITH;LOPEZ;7.04.1947;S;F;meredith16@gmail.com;90000;5;Partial High School;Skilled Manual;N
24579;MR.;TREVOR;ALEXANDER;5.08.1947;S;M;trevor19@gmail.com;100000;3;Partial High School;Professional;N
24581;MR.;REGINALD;DIAZ;13.10.1947;M;M;reginald11@gmail.com;130000;5;Partial High School;Professional;Y
24582;MRS.;MARIE;SAI;24.10.1947;M;F;marie10@gmail.com;160000;5;Partial High School;Professional;N
24583;MR.;ROY;CHANDRA;13.08.1947;S;M;roy2@gmail.com;170000;5;Partial High School;Professional;N
24584;MR.;RONNIE;LIANG;12.08.1975;S;M;ronnie15@gmail.com;60000;0;Bachelors;Professional;N
24585;MR.;HAROLD;PATEL;15.08.1975;M;M;harold1@gmail.com;60000;0;Bachelors;Professional;Y
24586;MR.;JERRY;LUO;20.10.1975;S;M;jerry6@gmail.com;70000;0;Bachelors;Professional;Y
24587;MS.;SUZANNE;SUN;10.09.1975;M;F;suzanne14@gmail.com;70000;0;Bachelors;Professional;Y
24589;MS.;LAURA;ZHAO;11.06.1975;S;F;laura17@gmail.com;70000;0;Bachelors;Professional;N
24590;MS.;DIANA;ALONSO;4.01.1974;M;F;diana7@gmail.com;70000;0;Bachelors;Professional;N
24591;MR.;DEREK;PAL;11.05.1974;S;M;derek11@gmail.com;70000;0;Bachelors;Professional;N
24592;MR.;JAY;MARTINEZ;2.10.1975;S;M;jay24@gmail.com;90000;0;Bachelors;Professional;N
24593;MS.;DESTINY;WATSON;6.09.1974;M;F;destiny44@gmail.com;70000;0;Bachelors;Professional;N
24594;MR.;FRANKLIN;YUAN;23.03.1974;M;M;franklin25@gmail.com;70000;0;Partial High School;Professional;Y
24595;MR.;KELVIN;WU;13.05.1973;S;M;kelvin26@gmail.com;80000;0;Bachelors;Professional;N
24596;MS.;HEATHER;ZHAO;3.10.1973;M;F;heather9@gmail.com;80000;0;Bachelors;Professional;Y
24597;MR.;LEE;DOMINGUEZ;18.10.1974;S;M;lee11@gmail.com;90000;0;Bachelors;Professional;Y
24598;MR.;IRMA;SHERWOOD;3.09.1974;S;M;irma0@gmail.com;100000;0;High School;Management;Y
24599;MRS.;VIRGINIA;GARCIA;22.08.1974;M;F;virginia17@gmail.com;130000;4;High School;Management;Y
24600;MS.;LISA;LI;24.01.1973;M;F;lisa6@gmail.com;90000;0;Bachelors;Professional;N
24601;MS.;NATASHA;MUNOZ;18.03.1973;S;F;natasha6@gmail.com;90000;0;Bachelors;Professional;N
24602;MR.;PRESTON;GARCIA;18.06.1973;S;M;preston14@gmail.com;90000;0;Bachelors;Professional;N
24603;MR.;JAKE;ZHU;25.12.1972;S;M;jake12@gmail.com;80000;0;Bachelors;Professional;N
24604;MR.;MELVIN;RAI;9.01.1972;M;M;melvin16@gmail.com;90000;0;Bachelors;Professional;Y
24605;MR.;ROGER;WANG;16.06.1972;S;M;roger6@gmail.com;100000;0;High School;Management;N
24606;MS.;CASSIE;NATH;2.10.1972;M;F;cassie17@gmail.com;100000;0;High School;Management;Y
24607;MS.;KRISTINE;RUIZ;14.01.1971;S;F;kristine3@gmail.com;80000;0;Bachelors;Professional;N
24608;MS.;KATRINA;NARA;2.10.1972;M;F;katrina15@gmail.com;110000;0;High School;Management;Y
24609;MS.;JENNY;ZHANG;10.04.1972;M;F;jenny2@gmail.com;120000;0;Partial High School;Professional;N
24610;MR.;TROY;KAPOOR;6.11.1972;S;M;troy1@gmail.com;130000;4;High School;Management;N
24611;MR.;PEDRO;SUAREZ;27.08.1971;S;M;pedro39@gmail.com;90000;0;Bachelors;Professional;N
24612;MR.;DEVON;CHANDER;5.06.1970;S;M;devon13@gmail.com;90000;0;Bachelors;Professional;Y
24613;MS.;STACY;SERRANO;23.09.1970;M;F;stacy17@gmail.com;100000;0;Partial High School;Professional;Y
24614;MS.;LINDSEY;RAJE;15.08.1970;M;F;lindsey15@gmail.com;120000;0;Partial High School;Professional;N
24615;MR.;DWAYNE;ORTEGA;19.05.1971;M;M;dwayne20@gmail.com;110000;0;Partial High School;Professional;Y
24616;MRS.;ZOE;COOK;23.10.1949;M;F;zoe20@gmail.com;40000;4;High School;Professional;Y
24617;MRS.;KELSEY;SHE;17.10.1948;M;F;kelsey0@gmail.com;30000;4;High School;Professional;N
24618;;BRETT;GONZALEZ;11.12.1948;M;NA;brett18@gmail.com;30000;4;High School;Professional;Y
24619;MRS.;SHELBY;KELLY;17.02.1948;S;F;shelby2@gmail.com;30000;4;High School;Professional;Y
24620;MRS.;OLIVIA;MORGAN;22.02.1948;M;F;olivia30@gmail.com;30000;4;High School;Professional;Y
24621;MR.;CHAD;SHAN;3.02.1937;M;M;chad12@gmail.com;40000;4;High School;Professional;Y
24622;MR.;BLAKE;HALL;13.06.1937;M;M;blake24@gmail.com;50000;3;Graduate Degree;Management;Y
24623;MRS.;BETH;TORRES;18.03.1938;M;F;beth14@gmail.com;60000;3;Graduate Degree;Management;Y
24624;MRS.;ALLISON;MURPHY;27.03.1938;M;F;allison14@gmail.com;60000;3;Graduate Degree;Management;Y
24625;MRS.;YOLANDA;NATH;13.06.1938;M;F;yolanda17@gmail.com;60000;3;Graduate Degree;Management;N
24626;MR.;SETH;BRYANT;27.04.1938;M;M;seth66@gmail.com;60000;3;Graduate Degree;Management;Y
24627;MR.;ERIC;EDWARDS;24.10.1939;S;M;eric43@gmail.com;60000;3;Graduate Degree;Management;Y
24628;MR.;DAVID;WALKER;11.08.1939;S;M;david86@gmail.com;60000;3;Graduate Degree;Management;Y
24629;MR.;SETH;PERRY;13.09.1939;M;M;seth55@gmail.com;60000;3;Graduate Degree;Management;N
24630;MRS.;BRIANNA;HOWARD;16.04.1939;M;F;brianna38@gmail.com;60000;3;Graduate Degree;Management;Y
24631;MRS.;HANNAH;POWELL;1.01.1939;S;F;hannah31@gmail.com;60000;3;Graduate Degree;Management;Y
24632;MRS.;CATHERINE;JAMES;20.05.1940;S;F;catherine7@gmail.com;60000;3;Bachelors;Management;N
24633;MR.;XAVIER;COOK;13.09.1940;M;M;xavier79@gmail.com;60000;3;Bachelors;Management;N
24634;MRS.;CRYSTAL;HE;5.04.1940;M;F;crystal19@gmail.com;60000;3;Bachelors;Management;Y
24635;MRS.;GABRIELLE;ROGERS;14.10.1940;S;F;gabrielle2@gmail.com;60000;3;Bachelors;Management;Y
24636;MRS.;ANNA;WARD;2.05.1940;M;F;anna17@gmail.com;60000;3;Graduate Degree;Management;Y
24637;MR.;NATHAN;FLORES;8.11.1941;M;M;nathan8@gmail.com;40000;4;High School;Professional;Y
24638;MRS.;JULIA;LOPEZ;12.10.1941;S;F;julia18@gmail.com;40000;4;High School;Professional;N
24639;MR.;IAN;MOORE;6.11.1941;M;M;ian9@gmail.com;50000;3;Bachelors;Management;Y
24640;MRS.;LISA;YANG;22.08.1941;S;F;lisa8@gmail.com;50000;4;Bachelors;Management;N
24641;MRS.;SARAH;POWELL;20.09.1943;M;F;sarah33@gmail.com;60000;4;Bachelors;Management;Y
24642;MR.;EDWARD;RUSSELL;8.11.1943;S;M;edward68@gmail.com;60000;4;Bachelors;Management;Y
24643;MRS.;JADA;CAMPBELL;27.07.1943;S;F;jada19@gmail.com;60000;4;Bachelors;Management;Y
24644;MR.;SAMUEL;JOHNSTON;7.11.1943;M;M;samuel59@gmail.com;60000;4;Bachelors;Management;N
24645;MR.;BRYCE;MURPHY;20.04.1943;M;M;bryce14@gmail.com;60000;4;Bachelors;Management;N
24646;MR.;JUAN;MURPHY;12.07.1944;M;M;juan25@gmail.com;30000;4;High School;Professional;Y
24647;MR.;JOSE;SIMMONS;26.04.1944;S;M;jose9@gmail.com;30000;5;Partial High School;Clerical;N
24649;MR.;AARON;WASHINGTON;11.02.1947;M;M;aaron12@gmail.com;40000;4;High School;Professional;N
24650;MRS.;JULIA;BAKER;7.03.1945;S;F;julia13@gmail.com;20000;5;Partial High School;Clerical;N
24651;MR.;DAKOTA;ALEXANDER;7.04.1945;S;M;dakota15@gmail.com;20000;5;Partial High School;Clerical;N
24652;MR.;LUKE;BUTLER;16.06.1945;S;M;luke3@gmail.com;20000;5;Partial High School;Clerical;N
24653;MRS.;VICTORIA;BARNES;16.04.1946;M;F;victoria51@gmail.com;40000;5;High School;Professional;Y
24654;MRS.;PAIGE;SIMMONS;13.10.1946;S;F;paige14@gmail.com;40000;5;High School;Professional;N
24655;MRS.;TAYLOR;SANDERS;16.11.1946;M;F;taylor24@gmail.com;70000;5;Bachelors;Management;Y
24656;MRS.;JULIA;MOORE;3.07.1946;M;F;julia30@gmail.com;70000;5;Bachelors;Management;Y
24657;MRS.;ALYSSA;BROOKS;5.06.1947;M;F;alyssa44@gmail.com;40000;2;High School;Professional;Y
24658;MRS.;JENNA;PEREZ;17.05.1947;M;F;jenna11@gmail.com;40000;2;High School;Professional;N
24659;MRS.;KAITLYN;HILL;1.02.1947;M;F;kaitlyn20@gmail.com;70000;2;Bachelors;Management;Y
24660;MRS.;ANNA;PERRY;27.11.1947;S;F;anna32@gmail.com;70000;2;Bachelors;Management;N
24661;MRS.;MADISON;JONES;22.06.1947;S;F;madison3@gmail.com;70000;2;Bachelors;Management;N
24662;MRS.;ARIANNA;PRICE;24.05.1947;S;F;arianna0@gmail.com;70000;2;Bachelors;Management;N
24663;MRS.;EBONY;FERNANDEZ;18.02.1948;S;F;ebony16@gmail.com;40000;2;High School;Professional;Y
24664;MR.;IAN;WASHINGTON;13.05.1948;M;M;ian54@gmail.com;40000;2;High School;Professional;Y
24665;MRS.;ANGELA;MORGAN;6.04.1948;S;F;angela39@gmail.com;40000;2;High School;Professional;Y
24666;MRS.;HANNAH;MARTINEZ;11.05.1948;M;F;hannah15@gmail.com;40000;2;High School;Professional;N
24667;MRS.;CHLOE;DIAZ;24.06.1948;S;F;chloe87@gmail.com;60000;2;Partial College;Professional;Y
24668;MRS.;KATRINA;XU;20.02.1948;M;F;katrina4@gmail.com;60000;2;Partial College;Professional;Y
24669;MR.;XAVIER;PARKER;19.09.1948;M;M;xavier39@gmail.com;70000;4;Bachelors;Management;Y
24670;MRS.;ALEXANDRIA;ROSS;2.03.1948;S;F;alexandria4@gmail.com;70000;4;Bachelors;Management;Y
24671;MR.;CHRISTIAN;PERRY;14.11.1949;M;M;christian22@gmail.com;40000;2;Partial High School;Skilled Manual;Y
24672;MR.;JEREMY;COOK;14.10.1949;M;M;jeremy41@gmail.com;60000;2;Partial College;Professional;Y
24673;MRS.;PAIGE;COX;8.11.1949;M;F;paige34@gmail.com;70000;4;Partial College;Professional;Y
24674;MR.;DYLAN;KUMAR;27.08.1949;M;M;dylan27@gmail.com;70000;5;Partial College;Professional;Y
24675;MR.;JACKSON;NELSON;4.07.1949;S;M;jackson39@gmail.com;70000;5;Partial College;Professional;Y
24676;MR.;JEREMY;ROBERTS;11.06.1950;M;M;jeremy15@gmail.com;60000;2;Partial College;Professional;Y
24677;MR.;BLAKE;LEE;15.02.1950;M;M;blake22@gmail.com;60000;2;Partial College;Professional;Y
24678;MR.;NATHAN;LONG;26.08.1950;S;M;nathan5@gmail.com;60000;2;Partial College;Professional;Y
24679;MR.;WYATT;HERNANDEZ;6.02.1950;M;M;wyatt28@gmail.com;70000;4;Partial College;Professional;Y
24680;MR.;THOMAS;FLORES;19.09.1950;S;M;thomas14@gmail.com;80000;3;Bachelors;Management;N
24681;MRS.;ARIANNA;MURPHY;6.05.1950;S;F;arianna37@gmail.com;80000;3;Bachelors;Management;N
24682;MRS.;FAITH;ROGERS;22.12.1951;M;F;faith35@gmail.com;60000;2;High School;Professional;Y
24683;MR.;SHANNON;ALONSO;19.05.1951;M;M;shannon29@gmail.com;60000;2;Partial College;Professional;Y
24684;MR.;CHARLES;MARTIN;21.04.1951;M;M;charles18@gmail.com;60000;2;Partial College;Professional;Y
24685;MR.;JORDAN;KUMAR;3.06.1951;M;M;jordan24@gmail.com;60000;2;Partial College;Professional;Y
24686;MRS.;MELISSA;MURPHY;18.07.1952;S;F;melissa37@gmail.com;70000;2;Partial High School;Skilled Manual;Y
24687;MRS.;JOAN;ROSS;18.08.1952;S;F;joan5@gmail.com;70000;2;Partial High School;Skilled Manual;Y
24688;MRS.;ASHLEY;LONG;3.02.1953;M;F;ashley36@gmail.com;60000;3;Partial High School;Skilled Manual;N
24689;MS.;SANDRA;YE;26.01.1974;M;F;sandra16@gmail.com;30000;0;Partial College;Clerical;N
24690;MR.;CHRISTIAN;LONG;10.03.1980;S;M;christian24@gmail.com;20000;0;Partial High School;Manual;Y
24691;MS.;MEREDITH;CARLSON;17.05.1980;M;F;meredith42@gmail.com;20000;0;Partial High School;Manual;Y
24692;MS.;LAURA;HE;8.03.1980;M;F;laura24@gmail.com;20000;0;Partial High School;Manual;Y
24693;MS.;ALEXANDRA;ROGERS;16.10.1979;S;F;alexandra8@gmail.com;30000;0;Partial College;Clerical;Y
24694;MR.;THEODORE;CARLSON;6.10.1978;S;M;theodore19@gmail.com;30000;0;High School;Manual;N
24695;MR.;OMAR;ZHOU;2.11.1978;S;M;omar8@gmail.com;30000;0;High School;Manual;N
24696;MS.;TASHA;XIE;26.10.1978;S;F;tasha3@gmail.com;30000;0;High School;Manual;N
24697;MR.;MANUEL;RODRIGUEZ;14.11.1974;M;M;manuel17@gmail.com;40000;1;Bachelors;Skilled Manual;Y
24698;MR.;BLAKE;CARTER;23.05.1973;S;M;blake37@gmail.com;30000;0;High School;Manual;Y
24699;MS.;REBEKAH;RUBIO;13.10.1972;S;F;rebekah41@gmail.com;20000;0;Partial High School;Manual;N
24700;MR.;GARY;ALVAREZ;28.03.1973;S;M;gary15@gmail.com;30000;0;High School;Manual;N
24701;MR.;MARCO;FERNANDEZ;14.04.1973;M;M;marco16@gmail.com;40000;1;Bachelors;Skilled Manual;Y
24702;MS.;KARI;RAMOS;27.06.1973;S;F;kari38@gmail.com;40000;0;Graduate Degree;Skilled Manual;N
24703;MR.;JONATHAN;WHITE;8.07.1972;M;M;jonathan66@gmail.com;20000;0;Partial High School;Manual;Y
24704;MR.;ALLEN;SCHMIDT;13.03.1972;M;M;allen8@gmail.com;20000;0;Partial High School;Manual;Y
24705;MS.;DANIEL;SHIMSHONI;18.03.1972;S;F;daniel1@gmail.com;30000;0;High School;Manual;Y
24706;MS.;VIRGINIA;RANA;8.02.1972;S;F;virginia13@gmail.com;30000;0;High School;Manual;N
24707;MR.;SHAUN;PAL;18.08.1972;S;M;shaun13@gmail.com;30000;0;High School;Manual;Y
24708;MR.;COREY;CHANDER;27.07.1972;S;M;corey14@gmail.com;30000;0;High School;Manual;N
24709;MRS.;NANCY;PRASAD;18.09.1972;M;F;nancy12@gmail.com;40000;1;Bachelors;Skilled Manual;Y
24710;MRS.;BRANDY;MALHOTRA;14.06.1972;M;F;brandy0@gmail.com;40000;1;Bachelors;Skilled Manual;Y
24711;MRS.;REBEKAH;HERNANDEZ;22.04.1972;S;F;rebekah24@gmail.com;40000;1;Partial College;Clerical;N
24712;MRS.;CARLY;KUMAR;4.04.1972;M;F;carly7@gmail.com;40000;2;Partial College;Clerical;Y
24713;MR.;JEREMY;BROOKS;5.07.1916;S;M;jeremy33@gmail.com;10000;4;Partial High School;Manual;N
24714;MS.;WHITNEY;RODRIGUEZ;25.09.1971;S;F;whitney18@gmail.com;20000;0;Partial High School;Manual;Y
24715;MS.;KELLI;NATH;4.03.1971;S;F;kelli41@gmail.com;20000;0;Partial High School;Manual;N
24716;MR.;COLIN;LIU;17.10.1971;M;M;colin4@gmail.com;30000;0;High School;Manual;N
24717;MR.;DAMIEN;ANAND;20.06.1971;S;M;damien37@gmail.com;30000;0;High School;Manual;N
24718;MR.;TERRENCE;BLACK;8.06.1971;S;M;terrence21@gmail.com;40000;2;Partial College;Clerical;Y
24719;MRS.;SUSAN;ZHENG;15.04.1971;M;F;susan30@gmail.com;40000;2;Partial College;Clerical;Y
24720;MRS.;DEANNA;ALVAREZ;3.11.1971;S;F;deanna30@gmail.com;40000;2;Partial College;Clerical;Y
24721;MRS.;MANDY;ZHENG;6.11.1971;M;F;mandy21@gmail.com;40000;2;Partial College;Clerical;Y
24722;MR.;HUNTER;ROSS;15.03.1970;S;M;hunter0@gmail.com;40000;2;Partial College;Clerical;Y
24723;MRS.;SHAWNA;PAL;7.08.1970;M;F;shawna13@gmail.com;40000;2;Partial College;Clerical;Y
24724;MR.;ALFREDO;GUTIERREZ;14.12.1970;M;M;alfredo12@gmail.com;40000;2;Partial College;Clerical;Y
24725;MRS.;BAILEY;YOUNG;5.05.1975;M;F;bailey37@gmail.com;40000;3;Partial College;Clerical;Y
24726;MRS.;MARISSA;HUGHES;6.06.1975;M;F;marissa8@gmail.com;40000;3;Partial College;Clerical;Y
24727;MRS.;MALLORY;JIMENEZ;3.03.1974;M;F;mallory13@gmail.com;40000;3;Partial College;Clerical;Y
24728;MS.;JULIA;DIAZ;11.08.1974;S;F;julia88@gmail.com;50000;0;Graduate Degree;Skilled Manual;N
24729;MR.;CHASE;MURPHY;26.07.1974;S;M;chase15@gmail.com;50000;0;Graduate Degree;Skilled Manual;N
24730;MR.;ANTHONY;MOORE;3.11.1975;M;M;anthony17@gmail.com;40000;4;Partial College;Clerical;Y
24731;MR.;EVAN;MITCHELL;14.10.1975;M;M;evan36@gmail.com;40000;4;Partial College;Clerical;Y
24732;MR.;WYATT;DAVIS;25.11.1930;M;M;wyatt5@gmail.com;30000;1;Bachelors;Skilled Manual;Y
24733;MR.;LUKE;FLORES;23.06.1966;S;M;luke1@gmail.com;80000;0;Graduate Degree;Skilled Manual;N
24734;MR.;JACK;TURNER;5.10.1966;S;M;jack40@gmail.com;80000;0;Graduate Degree;Skilled Manual;Y
24735;MS.;MADISON;POWELL;14.05.1966;S;F;madison44@gmail.com;80000;0;Graduate Degree;Skilled Manual;Y
24736;MRS.;SAVANNAH;RAMIREZ;18.01.1954;S;F;savannah5@gmail.com;20000;3;Partial High School;Clerical;Y
24737;MRS.;ANGELA;BAILEY;12.10.1954;S;F;angela42@gmail.com;20000;3;Partial High School;Clerical;Y
24738;MRS.;HANNAH;DAVIS;17.09.1954;M;F;hannah6@gmail.com;40000;1;Partial College;Clerical;Y
24739;MR.;DALTON;SANDERS;13.03.1954;M;M;dalton73@gmail.com;40000;1;Partial College;Clerical;Y
24740;MRS.;SHELBY;COOPER;14.07.1955;S;F;shelby9@gmail.com;20000;3;Partial High School;Clerical;N
24741;MRS.;BRITTANY;PERRY;9.06.1955;S;F;brittany6@gmail.com;20000;3;Partial High School;Clerical;N
24742;MRS.;RACHEL;RAMIREZ;14.03.1955;S;F;rachel43@gmail.com;30000;1;High School;Clerical;N
24743;MRS.;CHLOE;COLEMAN;26.05.1956;S;F;chloe72@gmail.com;30000;2;High School;Skilled Manual;N
24744;MR.;BRENDAN;YUAN;15.05.1956;M;M;brendan5@gmail.com;30000;2;High School;Skilled Manual;Y
24745;MRS.;JENNIFER;WARD;10.10.1956;S;F;jennifer66@gmail.com;30000;2;High School;Skilled Manual;N
24746;MR.;IAN;RUSSELL;14.08.1957;S;M;ian60@gmail.com;20000;2;Partial High School;Clerical;Y
24747;MR.;DAKOTA;POWELL;25.08.1957;S;M;dakota7@gmail.com;20000;2;Partial High School;Clerical;Y
24748;MR.;JOSE;COLLINS;26.04.1957;M;M;jose40@gmail.com;20000;2;Partial High School;Clerical;Y
24749;MR.;MARSHALL;GUO;27.09.1957;M;M;marshall16@gmail.com;20000;2;Partial High School;Clerical;Y
24750;MRS.;DESTINY;BARNES;13.11.1957;M;F;destiny51@gmail.com;20000;2;Partial High School;Clerical;Y
24751;MRS.;ANGELA;HOWARD;19.03.1957;M;F;angela37@gmail.com;30000;2;High School;Skilled Manual;Y
24752;MR.;CAMERON;JACKSON;2.11.1958;S;M;cameron30@gmail.com;30000;2;High School;Skilled Manual;Y
24753;MR.;EDUARDO;JENKINS;24.06.1958;S;M;eduardo51@gmail.com;30000;2;High School;Skilled Manual;Y
24754;MRS.;HALEY;RIVERA;5.12.1958;M;F;haley8@gmail.com;40000;1;Partial College;Clerical;Y
24755;MR.;SEAN;SCOTT;3.04.1958;M;M;sean44@gmail.com;40000;1;Partial College;Clerical;Y
24756;MR.;CARLOS;BELL;5.08.1958;M;M;carlos16@gmail.com;40000;1;Partial College;Clerical;Y
24757;MRS.;ALISHA;SHE;10.01.1958;M;F;alisha24@gmail.com;40000;1;Partial College;Clerical;Y
24758;MRS.;GABRIELLA;ADAMS;11.12.1959;M;F;gabriella39@gmail.com;40000;2;Partial College;Clerical;N
24759;MRS.;BROOKE;STEWART;17.04.1959;S;F;brooke21@gmail.com;40000;2;Partial College;Clerical;N
24760;MR.;JULIAN;COLEMAN;6.08.1959;S;M;julian7@gmail.com;40000;2;Partial College;Clerical;Y
24761;MR.;LAWRENCE;RUBIO;25.05.1959;S;M;lawrence20@gmail.com;40000;2;Partial College;Clerical;Y
24762;MR.;WARREN;XU;28.05.1972;S;M;warren28@gmail.com;50000;0;Graduate Degree;Skilled Manual;Y
24763;MR.;FERNANDO;HILL;21.10.1973;S;M;fernando28@gmail.com;40000;0;Graduate Degree;Skilled Manual;N
24764;MS.;ABIGAIL;HUGHES;4.08.1973;M;F;abigail36@gmail.com;40000;0;Graduate Degree;Skilled Manual;Y
24765;MRS.;MORGAN;ALEXANDER;26.02.1973;S;F;morgan88@gmail.com;40000;1;Graduate Degree;Skilled Manual;Y
24766;MR.;CHRISTIAN;WHITE;18.07.1973;M;M;christian48@gmail.com;40000;1;Graduate Degree;Skilled Manual;Y
24767;MRS.;LAUREN;JACKSON;10.03.1973;M;F;lauren30@gmail.com;40000;1;Graduate Degree;Skilled Manual;Y
24768;MR.;JORDAN;ROSS;14.10.1973;M;M;jordan0@gmail.com;40000;1;Graduate Degree;Skilled Manual;N
24769;MR.;BRENDAN;LAL;11.07.1973;S;M;brendan7@gmail.com;40000;1;Graduate Degree;Skilled Manual;Y
24770;MR.;ISAAC;WRIGHT;13.11.1973;M;M;isaac43@gmail.com;60000;1;Graduate Degree;Skilled Manual;Y
24771;MR.;SAMUEL;HARRIS;19.08.1972;M;M;samuel70@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
24772;MR.;GREG;RUSSELL;22.05.1972;M;M;greg7@gmail.com;50000;1;Graduate Degree;Skilled Manual;Y
24773;MRS.;GRACE;STEWART;23.06.1971;M;F;grace25@gmail.com;70000;1;Graduate Degree;Skilled Manual;Y
24774;MR.;XAVIER;GONZALES;22.03.1971;S;M;xavier57@gmail.com;70000;1;Graduate Degree;Skilled Manual;Y
